Season,Id,Date,Time,League,Home,Away,Round_number,FT_Goals_H,FT_Goals_A,FT_Odd_ML_Bookie,FT_Odd_ML_H,FT_Odd_ML_D,FT_Odd_ML_A,HT_Odd_OU_05_Bookie,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_OU_05_Bookie,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_OU_15_Bookie,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_OU_25_Bookie,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_OU_35_Bookie,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_OU_45_Bookie,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Bookie,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
2021,dWkxBIGs,2021-02-12,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Banfield,Racing Club,RODADA 1,2,0,bet365,2.15,3.1,3.25,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.2,1.65,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83
2021,Uqlp9dof,2021-02-12,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Central Córdoba,Colón,RODADA 1,0,3,bet365,2.75,3.0,2.5,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.44,2.62,bet365,2.5,1.5,bet365,5.0,1.16,bet365,11.0,1.05,bet365,2.0,1.72
2021,C4NmTHxQ,2021-02-12,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Union Santa Fe,Atl. Tucuman,RODADA 1,2,2,bet365,2.05,2.9,3.4,bet365,1.4,2.75,bet365,1.06,10.0,bet365,1.25,3.75,bet365,1.85,1.95,bet365,3.25,1.33,bet365,6.5,1.11,bet365,1.66,2.1
2021,KAbAFb8Q,2021-02-13,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Aldosivi,Godoy Cruz,RODADA 1,1,2,bet365,2.4,3.1,3.0,bet365,1.4,2.75,bet365,1.06,10.0,bet365,1.28,3.5,bet365,1.95,1.85,bet365,3.25,1.33,bet365,6.5,1.11,bet365,1.66,2.1
2021,KYtc6fVC,2021-02-13,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Talleres Córdoba,Patronato,RODADA 1,1,0,bet365,1.65,3.6,5.75,bet365,1.53,2.37,bet365,1.1,7.5,bet365,1.44,2.62,bet365,2.35,1.57,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.25,1.57
2021,nLrk8G00,2021-02-13,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Vélez Sarsfield,Newell's Old Boys,RODADA 1,1,0,bet365,2.15,3.1,3.6,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.36,3.0,bet365,2.15,1.66,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83
2021,jgktAxWm,2021-02-13,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,San Lorenzo,Arsenal Sarandí,RODADA 1,2,1,bet365,2.15,3.1,3.8,bet365,1.4,2.75,bet365,1.06,10.0,bet365,1.28,3.5,bet365,2.0,1.8,bet365,3.25,1.33,bet365,6.5,1.11,bet365,1.66,2.1
2021,YDOqUcNJ,2021-02-14,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Defensa y Justicia,Huracán,RODADA 1,3,2,bet365,1.83,3.4,4.33,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.1,1.7,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.9,1.8
2021,QBsg7zG6,2021-02-14,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Boca Juniors,Gimnasia L.P.,RODADA 1,2,2,bet365,1.61,3.6,6.0,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.05,1.75,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.0,1.72
2021,CS5zKDaC,2021-02-14,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Estudiantes,River Plate,RODADA 1,2,1,bet365,5.25,3.6,1.66,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.15,1.66,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.1,1.66
2021,xn95GvgK,2021-02-15,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Rosario Central,Argentinos Juniors,RODADA 1,2,1,bet365,2.3,3.1,3.3,bet365,1.53,2.37,bet365,1.1,7.5,bet365,1.44,2.62,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.0,1.72
2021,W8p15EpJ,2021-02-15,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Independiente,Lanús,RODADA 1,0,1,bet365,2.37,3.2,3.0,bet365,1.44,2.62,bet365,1.07,9.0,bet365,1.33,3.25,bet365,2.0,1.8,bet365,3.5,1.28,bet365,8.0,1.08,bet365,1.8,1.9
2021,UwNjWzqe,2021-02-19,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Gimnasia L.P.,Talleres Córdoba,RODADA 2,3,0,bet365,2.5,2.9,2.8,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.44,2.62,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.0,1.72
2021,E3QFUN7j,2021-02-19,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Arsenal Sarandí,Banfield,RODADA 2,0,2,bet365,4.2,3.5,1.75,bet365,1.44,2.62,bet365,1.07,9.5,bet365,1.33,3.25,bet365,2.05,1.75,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.9,1.8
2021,fa32hRac,2021-02-20,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Godoy Cruz,Estudiantes,RODADA 2,0,2,bet365,3.25,3.2,2.1,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.15,1.66,bet365,3.75,1.25,bet365,9.0,1.07,bet365,1.83,1.83
2021,dQOrYdEr,2021-02-20,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Lanús,Defensa y Justicia,RODADA 2,2,1,bet365,3.1,3.2,2.2,bet365,1.4,2.75,bet365,1.07,9.5,bet365,1.3,3.4,bet365,2.0,1.8,bet365,3.5,1.28,bet365,7.0,1.1,bet365,1.8,1.9
2021,G84bg7pi,2021-02-20,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Racing Club,Aldosivi,RODADA 2,2,2,bet365,1.72,3.5,4.33,bet365,1.4,2.75,bet365,1.06,10.0,bet365,1.3,3.4,bet365,1.95,1.85,bet365,3.5,1.28,bet365,7.0,1.1,bet365,1.83,1.83
2021,OY76ioF3,2021-02-20,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,River Plate,Rosario Central,RODADA 2,3,0,bet365,1.28,5.0,10.0,bet365,1.25,3.75,bet365,1.02,17.0,bet365,1.14,5.5,bet365,1.53,2.4,bet365,2.25,1.57,bet365,3.75,1.25,bet365,1.83,1.83
2021,2P6Aj5U9,2021-02-21,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Argentinos Juniors,Platense,RODADA 2,0,1,bet365,2.37,3.2,2.87,bet365,1.57,2.25,bet365,1.1,7.0,bet365,1.5,2.5,bet365,2.5,1.5,bet365,5.0,1.16,bet365,11.0,1.05,bet365,2.1,1.66
2021,ltwhUED7,2021-02-21,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Sarmiento Junin,Vélez Sarsfield,RODADA 2,1,2,bet365,3.4,3.4,1.95,bet365,1.44,2.62,bet365,1.07,9.0,bet365,1.36,3.0,bet365,2.1,1.7,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.9,1.8
2021,jmOnXGTl,2021-02-21,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Patronato,Independiente,RODADA 2,0,1,bet365,3.4,3.3,2.0,bet365,1.53,2.37,bet365,1.1,7.5,bet365,1.44,2.62,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.1,1.66
2021,AkvlVfb1,2021-02-21,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Newell's Old Boys,Boca Juniors,RODADA 2,0,1,bet365,3.75,3.5,1.85,bet365,1.5,2.5,bet365,1.08,8.5,bet365,1.4,2.75,bet365,2.25,1.61,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.0,1.72
2021,2qRZhbj8,2021-02-22,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Atl. Tucuman,Central Córdoba,RODADA 2,1,2,bet365,2.2,3.25,3.25,bet365,1.44,2.62,bet365,1.07,9.0,bet365,1.33,3.25,bet365,2.0,1.8,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.8,1.9
2021,pldFkPqG,2021-02-22,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Huracán,Union Santa Fe,RODADA 2,1,1,bet365,2.5,3.1,2.7,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.15,1.66,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83
2021,GI7CV3hp,2021-02-22,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Colón,San Lorenzo,RODADA 2,2,0,bet365,2.37,2.9,3.1,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.44,2.62,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.0,1.72
2021,UgBEoGrr,2021-02-26,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Aldosivi,Arsenal Sarandí,RODADA 3,3,0,bet365,2.2,3.25,3.3,bet365,1.4,2.75,bet365,1.07,9.5,bet365,1.3,3.4,bet365,2.05,1.75,bet365,3.5,1.28,bet365,7.0,1.1,bet365,1.8,1.9
2021,CEpI5yzE,2021-02-26,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Defensa y Justicia,Patronato,RODADA 3,1,0,bet365,1.5,3.8,7.0,bet365,1.4,2.75,bet365,1.07,9.0,bet365,1.33,3.25,bet365,1.95,1.85,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.1,1.66
2021,MmzhaZCs,2021-02-26,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Argentinos Juniors,Vélez Sarsfield,RODADA 3,0,2,bet365,4.0,3.3,1.95,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.44,2.62,bet365,2.4,1.53,bet365,4.5,1.18,bet365,11.0,1.05,bet365,2.1,1.66
2021,8pAIpzbl,2021-02-27,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Banfield,Colón,RODADA 3,0,3,bet365,2.1,3.2,3.6,bet365,1.5,2.5,bet365,1.1,7.5,bet365,1.4,2.75,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.0,1.72
2021,d62VsYs7,2021-02-27,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Talleres Córdoba,Newell's Old Boys,RODADA 3,2,2,bet365,2.1,3.1,3.8,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.36,3.0,bet365,2.2,1.65,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83
2021,zc1ZthcD,2021-02-27,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Independiente,Gimnasia L.P.,RODADA 3,1,0,bet365,2.2,3.2,3.3,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.44,2.62,bet365,2.5,1.5,bet365,5.0,1.16,bet365,11.0,1.05,bet365,2.1,1.66
2021,j9aNqfDf,2021-02-27,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,San Lorenzo,Central Córdoba,RODADA 3,0,4,bet365,1.75,3.5,4.75,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.1,1.7,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.0,1.72
2021,GnVwhI5E,2021-02-28,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Platense,River Plate,RODADA 3,0,1,bet365,12.0,5.0,1.28,bet365,1.3,3.4,bet365,1.05,12.0,bet365,1.22,4.0,bet365,1.7,2.1,bet365,2.62,1.44,bet365,5.0,1.16,bet365,2.1,1.66
2021,x2JnjdzR,2021-02-28,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Estudiantes,Racing Club,RODADA 3,0,0,bet365,2.37,3.2,3.0,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.25,1.61,bet365,4.33,1.2,bet365,10.0,1.06,bet365,1.9,1.8
2021,2q3RrES0,2021-02-28,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Boca Juniors,Sarmiento Junin,RODADA 3,1,1,bet365,1.36,4.5,8.5,bet365,1.36,3.0,bet365,1.05,11.0,bet365,1.28,3.5,bet365,1.9,1.9,bet365,3.25,1.33,bet365,6.5,1.11,bet365,2.2,1.61
2021,j5qM4ekK,2021-03-01,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Union Santa Fe,Lanús,RODADA 3,3,2,bet365,2.6,3.25,2.7,bet365,1.36,3.0,bet365,1.05,11.0,bet365,1.25,3.75,bet365,1.85,1.95,bet365,3.0,1.36,bet365,6.0,1.12,bet365,1.61,2.2
2021,bBKrixLK,2021-03-01,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Rosario Central,Godoy Cruz,RODADA 3,2,2,bet365,1.8,3.3,4.2,bet365,1.36,3.0,bet365,1.05,12.0,bet365,1.22,4.0,bet365,1.8,2.0,bet365,2.75,1.4,bet365,5.5,1.14,bet365,1.66,2.1
2021,OzaZBCdm,2021-03-05,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Newell's Old Boys,Independiente,RODADA 4,1,2,bet365,2.3,3.1,2.9,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.25,1.61,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.9,1.8
2021,4CPdbgSm,2021-03-05,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Central Córdoba,Banfield,RODADA 4,1,1,bet365,3.1,3.2,2.1,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.4,1.53,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.9,1.8
2021,bgRCfBRC,2021-03-06,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Godoy Cruz,Platense,RODADA 4,3,1,bet365,2.37,3.1,2.8,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,1.9,1.8
2021,IcbwBWBg,2021-03-06,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Sarmiento Junin,Talleres Córdoba,RODADA 4,1,1,bet365,3.3,3.1,2.15,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.5,2.5,bet365,2.4,1.53,bet365,5.0,1.16,bet365,11.0,1.05,bet365,2.1,1.66
2021,r3O0cDsf,2021-03-06,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Colón,Aldosivi,RODADA 4,2,1,bet365,1.61,3.6,5.0,bet365,1.44,2.62,bet365,1.07,9.0,bet365,1.36,3.0,bet365,2.07,1.72,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.1,1.66
2021,QaJbIEJJ,2021-03-06,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Lanús,Atl. Tucuman,RODADA 4,2,1,bet365,1.53,3.6,6.5,bet365,1.33,3.25,bet365,1.05,12.0,bet365,1.2,4.33,bet365,1.72,2.07,bet365,2.62,1.44,bet365,5.0,1.16,bet365,1.72,2.0
2021,Cdin9At6,2021-03-06,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,San Lorenzo,Huracán,RODADA 4,1,1,bet365,2.0,3.3,3.5,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.0,1.72
2021,xvw4dXd0,2021-03-07,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Arsenal Sarandí,Estudiantes,RODADA 4,0,5,bet365,3.5,3.2,2.05,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.2,1.65,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83
2021,pp0VChss,2021-03-07,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Gimnasia L.P.,Defensa y Justicia,RODADA 4,1,1,bet365,2.8,3.0,2.5,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.36,3.0,bet365,2.15,1.66,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83
2021,4jI2HYYP,2021-03-07,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Patronato,Union Santa Fe,RODADA 4,0,1,bet365,3.25,3.2,2.15,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.4,1.53,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.9,1.8
2021,UX1sAjRa,2021-03-07,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Vélez Sarsfield,Boca Juniors,RODADA 4,1,7,bet365,2.8,3.1,2.3,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.4,1.53,bet365,4.33,1.2,bet365,10.0,1.06,bet365,1.9,1.8
2021,GUy8eiC6,2021-03-08,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Racing Club,Rosario Central,RODADA 4,1,0,bet365,2.15,3.1,3.3,bet365,1.4,2.75,bet365,1.07,9.5,bet365,1.3,3.4,bet365,1.98,1.83,bet365,3.4,1.3,bet365,7.0,1.1,bet365,1.72,2.0
2021,CdVGgVtJ,2021-03-08,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,River Plate,Argentinos Juniors,RODADA 4,0,1,bet365,1.28,5.25,10.0,bet365,1.3,3.4,bet365,1.04,13.0,bet365,1.2,4.33,bet365,1.66,2.15,bet365,2.62,1.44,bet365,5.0,1.16,bet365,2.1,1.66
2021,G2VRyFYa,2021-03-10,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Platense,Sarmiento Junin,RODADA 1,1,1,bet365,2.8,3.1,2.4,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.25,1.61,bet365,4.33,1.2,bet365,10.0,1.06,bet365,1.9,1.8
2021,xvP8QBBt,2021-03-12,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Aldosivi,Central Córdoba,RODADA 5,1,2,bet365,2.5,3.2,2.7,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.3,1.6,bet365,4.33,1.2,bet365,10.0,1.06,bet365,1.9,1.8
2021,IHff3uAp,2021-03-12,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Huracán,Lanús,RODADA 5,0,0,bet365,3.5,3.1,1.95,bet365,1.4,2.75,bet365,1.06,10.0,bet365,1.28,3.5,bet365,2.0,1.8,bet365,3.4,1.3,bet365,7.0,1.1,bet365,1.72,2.0
2021,OGxMLmQB,2021-03-12,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Union Santa Fe,Gimnasia L.P.,RODADA 5,1,1,bet365,2.45,3.2,2.7,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.15,1.66,bet365,4.0,1.22,bet365,9.0,1.07,bet365,1.83,1.83
2021,KMff7lBI,2021-03-13,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Platense,Racing Club,RODADA 5,0,2,bet365,3.3,3.4,2.0,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.3,1.6,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.0,1.72
2021,AiNGOktg,2021-03-13,17:10,ARGENTINA - COPA DA LIGA PROFISSIONAL,Talleres Córdoba,Vélez Sarsfield,RODADA 5,0,1,bet365,2.3,3.1,3.0,bet365,1.4,2.75,bet365,1.07,9.5,bet365,1.3,3.4,bet365,2.0,1.8,bet365,3.4,1.3,bet365,7.0,1.1,bet365,1.72,2.0
2021,jmjj8UeC,2021-03-13,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Argentinos Juniors,Godoy Cruz,RODADA 5,2,0,bet365,1.9,3.3,3.75,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.44,2.62,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.1,1.66
2021,UgwIMTA5,2021-03-13,19:20,ARGENTINA - COPA DA LIGA PROFISSIONAL,Defensa y Justicia,Newell's Old Boys,RODADA 5,4,0,bet365,1.8,3.4,4.0,bet365,1.4,2.75,bet365,1.07,9.5,bet365,1.33,3.25,bet365,2.05,1.75,bet365,3.5,1.28,bet365,7.0,1.1,bet365,1.83,1.83
2021,0IXtVi3P,2021-03-13,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Estudiantes,Colón,RODADA 5,0,2,bet365,2.2,3.1,3.25,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.5,2.5,bet365,2.6,1.47,bet365,5.0,1.16,bet365,11.0,1.05,bet365,2.1,1.66
2021,d8gb2aPj,2021-03-14,18:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Boca Juniors,River Plate,RODADA 5,1,1,bet365,2.9,3.0,2.37,bet365,1.4,2.75,bet365,1.07,9.5,bet365,1.3,3.4,bet365,1.95,1.85,bet365,3.4,1.3,bet365,7.0,1.1,bet365,1.72,2.0
2021,W0OCPVQn,2021-03-14,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Banfield,San Lorenzo,RODADA 5,0,0,bet365,2.0,3.1,3.6,bet365,1.57,2.25,bet365,1.1,7.0,bet365,1.5,2.5,bet365,2.6,1.47,bet365,5.0,1.16,bet365,11.0,1.05,bet365,2.2,1.61
2021,xKtQK7uI,2021-03-15,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Atl. Tucuman,Patronato,RODADA 5,4,2,bet365,2.2,3.2,3.5,bet365,1.5,2.5,bet365,1.1,7.5,bet365,1.44,2.62,bet365,2.35,1.57,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.0,1.72
2021,bDgb68QO,2021-03-15,19:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Rosario Central,Arsenal Sarandí,RODADA 5,2,1,bet365,1.8,3.25,4.75,bet365,1.36,3.0,bet365,1.05,11.0,bet365,1.25,3.75,bet365,1.95,1.85,bet365,3.0,1.36,bet365,6.0,1.12,bet365,1.72,2.0
2021,j3vEN9ea,2021-03-15,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Independiente,Sarmiento Junin,RODADA 5,6,0,bet365,1.6,3.5,5.75,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.25,1.61,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.2,1.61
2021,jqYzGIgj,2021-03-19,19:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Newell's Old Boys,Union Santa Fe,RODADA 6,0,0,bet365,2.1,3.1,3.4,bet365,1.4,2.75,bet365,1.06,10.0,bet365,1.28,3.5,bet365,2.0,1.8,bet365,3.4,1.3,bet365,7.0,1.1,bet365,1.72,2.0
2021,OEopQ2Hc,2021-03-19,21:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Central Córdoba,Estudiantes,RODADA 6,1,1,bet365,3.25,3.2,2.1,bet365,1.57,2.25,bet365,1.1,7.0,bet365,1.53,2.37,bet365,2.6,1.47,bet365,5.5,1.14,bet365,13.0,1.04,bet365,2.2,1.61
2021,dMYWGbvp,2021-03-20,14:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Gimnasia L.P.,Atl. Tucuman,RODADA 6,2,0,bet365,1.72,3.5,4.5,bet365,1.44,2.62,bet365,1.07,9.5,bet365,1.33,3.25,bet365,2.05,1.75,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.9,1.8
2021,fDn5LvWS,2021-03-20,14:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Patronato,Huracán,RODADA 6,0,1,bet365,2.4,3.1,2.8,bet365,1.57,2.25,bet365,1.1,7.0,bet365,1.53,2.37,bet365,2.6,1.47,bet365,5.5,1.14,bet365,13.0,1.04,bet365,2.2,1.61
2021,h8EVy0G9,2021-03-20,16:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Banfield,Lanús,RODADA 6,2,0,bet365,2.2,3.0,3.25,bet365,1.53,2.37,bet365,1.1,7.0,bet365,1.44,2.62,bet365,2.4,1.53,bet365,5.0,1.16,bet365,11.0,1.05,bet365,2.1,1.66
2021,6iGNwMoc,2021-03-20,18:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,Vélez Sarsfield,Independiente,RODADA 6,1,0,bet365,2.2,3.1,3.1,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.1,1.7,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.83,1.83
2021,xxh0MKGM,2021-03-20,21:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Godoy Cruz,River Plate,RODADA 6,1,6,bet365,7.5,4.5,1.36,bet365,1.3,3.4,bet365,1.04,13.0,bet365,1.2,4.33,bet365,1.65,2.2,bet365,2.62,1.44,bet365,5.0,1.16,bet365,1.83,1.83
2021,4nxuFx9d,2021-03-21,14:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Sarmiento Junin,Defensa y Justicia,RODADA 6,3,1,bet365,6.5,3.75,1.5,bet365,1.36,3.0,bet365,1.05,11.0,bet365,1.25,3.75,bet365,1.85,1.95,bet365,3.25,1.33,bet365,6.0,1.12,bet365,1.9,1.8
2021,6wykPMW3,2021-03-21,16:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Colón,Rosario Central,RODADA 6,0,0,bet365,1.83,3.25,4.0,bet365,1.44,2.62,bet365,1.08,8.5,bet365,1.36,3.0,bet365,2.15,1.66,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.0,1.72
2021,pOntRr2i,2021-03-21,18:30,ARGENTINA - COPA DA LIGA PROFISSIONAL,San Lorenzo,Aldosivi,RODADA 6,1,2,bet365,1.8,3.3,4.75,bet365,1.44,2.62,bet365,1.08,8.0,bet365,1.36,3.0,bet365,2.25,1.61,bet365,4.0,1.22,bet365,9.0,1.07,bet365,2.0,1.72
2021,prFRxt13,2021-03-21,21:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Boca Juniors,Talleres Córdoba,RODADA 6,1,2,bet365,1.5,3.75,5.75,bet365,1.44,2.62,bet365,1.07,9.0,bet365,1.36,3.0,bet365,2.1,1.7,bet365,3.75,1.25,bet365,8.0,1.08,bet365,2.1,1.66
2021,4OghOtnA,2021-03-22,19:00,ARGENTINA - COPA DA LIGA PROFISSIONAL,Arsenal Sarandí,Platense,RODADA 6,0,0,bet365,2.55,3.25,2.5,bet365,1.44,2.62,bet365,1.07,9.0,bet365,1.36,3.0,bet365,2.07,1.72,bet365,3.75,1.25,bet365,8.0,1.08,bet365,1.83,1.83
2021,bogdN01G,2021-03-22,21:15,ARGENTINA - COPA DA LIGA PROFISSIONAL,Racing Club,Argentinos Juniors,RODADA 6,1,0,bet365,2.25,3.2,3.0,bet365,1.5,2.5,bet365,1.08,8.0,bet365,1.4,2.75,bet365,2.3,1.6,bet365,4.33,1.2,bet365,10.0,1.06,bet365,2.0,1.72
